,estimator,min_score,mean_score,max_score,std_score,C,algorithm,alpha,criterion,gamma,hidden_layer_sizes,kernel,max_depth,max_features,max_iter,n_estimators,n_neighbors,random_state,solver,weights
335,ExtraTreesClassifier,0.8552936311000827,0.8842800513586754,0.9070135275754423,0.020147516715801485,,,,entropy,,,,5,log2,,20,,,,
317,ExtraTreesClassifier,0.8411497105045492,0.8815344208141175,0.9230385015608741,0.026668933131435438,,,,entropy,,,,4,log2,,20,,,,
340,ExtraTreesClassifier,0.8336826101249178,0.8750615825203996,0.8940458579881657,0.021481224662351302,,,,entropy,,,,6,auto,,10,,,,
388,ExtraTreesClassifier,0.8539495450785773,0.8727506521600816,0.8916753381893862,0.01578350501782065,,,,entropy,,,,8,log2,,10,,,,
238,ExtraTreesClassifier,0.8466880341880342,0.8708912086494933,0.882913631633715,0.014909312469951896,,,,gini,,,,5,sqrt,,10,,,,
328,ExtraTreesClassifier,0.8486604207758054,0.870068732507298,0.8866597294484911,0.013947262909565716,,,,entropy,,,,5,sqrt,,10,,,,
298,ExtraTreesClassifier,0.853908188585608,0.8686787093079816,0.888324661810614,0.011489081796230463,,,,gini,,,,8,log2,,10,,,,
232,ExtraTreesClassifier,0.8463192721257238,0.8671872828271011,0.8991259105098856,0.017496894447101747,,,,gini,,,,5,auto,,10,,,,
370,ExtraTreesClassifier,0.8542597187758477,0.8646794256065448,0.8812903225806451,0.009857102476164946,,,,entropy,,,,7,log2,,10,,,,
280,ExtraTreesClassifier,0.8488626964433416,0.8642230418264998,0.8865055884286653,0.01237003787038881,,,,gini,,,,7,log2,,10,,,,
346,ExtraTreesClassifier,0.8405913978494624,0.8639605156665511,0.8887408949011446,0.018040259608193342,,,,entropy,,,,6,sqrt,,10,,,,
310,ExtraTreesClassifier,0.8486193293885601,0.8622787969810102,0.8937148803329864,0.016257678595963262,,,,entropy,,,,4,sqrt,,10,,,,
322,ExtraTreesClassifier,0.8413358147229114,0.8607794672709025,0.8841415192507804,0.0191460608490279,,,,entropy,,,,5,auto,,10,,,,
227,ExtraTreesClassifier,0.8457018408941486,0.8594765335254408,0.8690417488494411,0.00998526042704513,,,,gini,,,,4,log2,,20,,,,
304,ExtraTreesClassifier,0.8177212572373862,0.8562853385930309,0.8768990634755462,0.020718462594600407,,,,entropy,,,,4,auto,,10,,,,
352,ExtraTreesClassifier,0.8353879026955949,0.8546373666689242,0.8651404786680541,0.010080319559019682,,,,entropy,,,,6,log2,,10,,,,
214,ExtraTreesClassifier,0.8189177939646202,0.8531442795999947,0.8949087771203156,0.02658604809882177,,,,gini,,,,4,auto,,10,,,,
262,ExtraTreesClassifier,0.8165839536807279,0.8470125868777114,0.8777939646201873,0.020953584320510518,,,,gini,,,,6,log2,,10,,,,
244,ExtraTreesClassifier,0.8186842537804075,0.8468328368159674,0.8682206035379814,0.02283822857263254,,,,gini,,,,5,log2,,10,,,,
220,ExtraTreesClassifier,0.8241288625904011,0.84280619026997,0.8682206035379813,0.01708356338282241,,,,gini,,,,4,sqrt,,10,,,,
334,ExtraTreesClassifier,0.7991247534516766,0.8370254029435971,0.8892403746097814,0.032959337836730364,,,,entropy,,,,5,log2,,10,,,,
226,ExtraTreesClassifier,0.8072840790842871,0.8262058905123622,0.8648093359631822,0.021165737274968434,,,,gini,,,,4,log2,,10,,,,
316,ExtraTreesClassifier,0.788276627218935,0.8213563477598738,0.8699479708636837,0.031247173407306504,,,,entropy,,,,4,log2,,10,,,,
36,SVC,0.5483870967741935,0.5591894127377998,0.5673076923076923,0.006823728600517771,10,,,,0.5,,rbf,,,,,,,,
31,SVC,0.5483870967741935,0.5591894127377998,0.5673076923076923,0.006823728600517771,5,,,,0.5,,rbf,,,,,,,,
11,SVC,0.5483870967741935,0.5591894127377998,0.5673076923076923,0.006823728600517771,1,,,,0.5,,rbf,,,,,,,,
16,SVC,0.5483870967741935,0.5591894127377998,0.5673076923076923,0.006823728600517771,2,,,,0.5,,rbf,,,,,,,,
21,SVC,0.5483870967741935,0.5591894127377998,0.5673076923076923,0.006823728600517771,3,,,,0.5,,rbf,,,,,,,,
26,SVC,0.5483870967741935,0.5591894127377998,0.5673076923076923,0.006823728600517771,4,,,,0.5,,rbf,,,,,,,,
10,SVC,0.5129032258064516,0.5173655913978494,0.5224358974358975,0.0038201939709412353,1,,,,1,,rbf,,,,,,,,
30,SVC,0.5129032258064516,0.5173655913978494,0.5224358974358975,0.0038201939709412353,5,,,,1,,rbf,,,,,,,,
15,SVC,0.5129032258064516,0.5173655913978494,0.5224358974358975,0.0038201939709412353,2,,,,1,,rbf,,,,,,,,
20,SVC,0.5129032258064516,0.5173655913978494,0.5224358974358975,0.0038201939709412353,3,,,,1,,rbf,,,,,,,,
25,SVC,0.5129032258064516,0.5173655913978494,0.5224358974358975,0.0038201939709412353,4,,,,1,,rbf,,,,,,,,
35,SVC,0.5129032258064516,0.5173655913978494,0.5224358974358975,0.0038201939709412353,10,,,,1,,rbf,,,,,,,,
